1.000000000000000000e+01,-6.782398675203326732e+00,-1.131731367568921343e+01
1.001251172974663817e+01,-6.781125041632710904e+00,-1.130579749553579560e+01
1.002502345949327456e+01,-6.776894223394875461e+00,-1.129871147066149462e+01
1.003753518923991273e+01,-6.773115201314792166e+00,-1.129079615196940622e+01
1.005004691898654912e+01,-6.769302059246984804e+00,-1.128679634574174528e+01
1.006255864873318728e+01,-6.766773119581188212e+00,-1.128568512876775820e+01
1.007507037847982545e+01,-6.757187326826302076e+00,-1.128309684089781939e+01
1.008758210822646184e+01,-6.746916828754937256e+00,-1.128679516779059711e+01
1.010009383797310001e+01,-6.740045330398880985e+00,-1.130081148882318409e+01
1.011260556771973640e+01,-6.747499388548362731e+00,-1.131338581342458482e+01
1.012511729746637457e+01,-6.745086921791598300e+00,-1.130956589860408634e+01
1.013762902721301273e+01,-6.817475570938536400e+00,-1.126807141473927487e+01
1.015014075695964912e+01,-6.816631442437055988e+00,-1.126473728474164560e+01
1.016265248670628729e+01,-6.815673003751998138e+00,-1.126210986411044956e+01
1.017516421645292546e+01,-6.814691729514235519e+00,-1.126000008277054221e+01
1.018767594619956185e+01,-6.813554017420943687e+00,-1.125793961596851389e+01
1.020018767594620002e+01,-6.812402632468550046e+00,-1.125643757685730684e+01
1.021269940569283641e+01,-6.811230880745015703e+00,-1.125544311565441902e+01
1.022521113543947457e+01,-6.810017940180391527e+00,-1.125469729482568937e+01
1.023772286518611274e+01,-6.781308099114712107e+00,-1.138629101039371960e+01
1.025023459493274913e+01,-6.783460992939743583e+00,-1.139113007950541245e+01
1.026274632467938730e+01,-6.784871403105782406e+00,-1.139465128303666575e+01
1.027525805442602369e+01,-6.785289993199443259e+00,-1.139685125492906081e+01
1.028776978417266186e+01,-6.785308996188198272e+00,-1.139766320424019419e+01
1.030028151391930002e+01,-6.785043385795196613e+00,-1.139786969513178860e+01
1.031279324366593642e+01,-6.784014432538040928e+00,-1.139640596752667356e+01
1.032530497341257458e+01,-6.782651791565498911e+00,-1.139422694940542158e+01
1.033781670315921097e+01,-6.780884009096934228e+00,-1.139129437150923074e+01
1.035032843290584914e+01,-6.778893167690177357e+00,-1.138761714787795576e+01
1.036284016265248731e+01,-6.776429227824114498e+00,-1.138300990905558230e+01
1.037535189239912370e+01,-6.773803606657180509e+00,-1.137779609023162131e+01
1.038786362214576187e+01,-6.771057366780536491e+00,-1.137287915078317013e+01
1.040037535189240003e+01,-6.768170209986493546e+00,-1.136688336771873509e+01
1.041288708163903642e+01,-6.780919145043770691e+00,-1.135895392738823340e+01
1.042539881138567459e+01,-6.762012756490869414e+00,-1.135474360962927065e+01
1.043791054113231098e+01,-6.758804945753121629e+00,-1.134819787917278866e+01
1.045042227087894915e+01,-6.772348166616051657e+00,-1.133893331022525253e+01
1.046293400062558732e+01,-6.769426928950803557e+00,-1.133224174732230871e+01
1.047544573037222371e+01,-6.766396786102544247e+00,-1.132495042916518280e+01
1.048795746011886187e+01,-6.763402038092765522e+00,-1.131765315343461076e+01
1.050046918986549827e+01,-6.760466433917557971e+00,-1.131059409179896313e+01
1.051298091961213643e+01,-6.757566644417583923e+00,-1.130352187973639744e+01
1.052549264935877460e+01,-6.754655483779599123e+00,-1.129601601167927605e+01
1.053800437910541099e+01,-6.751589948875699854e+00,-1.128841655220346318e+01
1.055051610885204916e+01,-6.748587845147186570e+00,-1.128096398585184446e+01
1.056302783859868555e+01,-6.745542551501803707e+00,-1.127339968126955938e+01
1.057553956834532372e+01,-6.722017607361927105e+00,-1.126853456736049175e+01
1.058805129809196188e+01,-6.739040763680501200e+00,-1.125825388820841866e+01
1.060056302783859827e+01,-6.736207046301537105e+00,-1.125069555414968114e+01
1.061307475758523644e+01,-6.711120705265715358e+00,-1.124421954673853818e+01
1.062558648733187283e+01,-6.708179081666420629e+00,-1.123630737309017746e+01
1.063809821707851100e+01,-6.704394267972324961e+00,-1.122801320327991270e+01
1.065060994682514917e+01,-6.700935023037794203e+00,-1.121937935498214323e+01
1.066312167657178556e+01,-6.697724346316487498e+00,-1.121113394065644364e+01
1.067563340631842372e+01,-6.694253645403022368e+00,-1.120254975954778232e+01
1.068814513606506011e+01,-6.691096228744857655e+00,-1.119439180582080517e+01
1.070065686581169828e+01,-6.687814609653011111e+00,-1.118588492448620286e+01
1.071316859555833645e+01,-6.691442798189539687e+00,-1.118371215451661982e+01
1.072568032530497284e+01,-6.684034292483287842e+00,-1.117360488787984707e+01
1.073819205505161101e+01,-6.678628808508635828e+00,-1.116366036640615533e+01
1.075070378479824917e+01,-6.674935389266695829e+00,-1.115417276700549998e+01
1.076321551454488556e+01,-6.673077528225825006e+00,-1.114554963071588922e+01
1.077572724429152373e+01,-6.671112422908681339e+00,-1.113879240644930846e+01
1.078823897403816012e+01,-6.668405524706563448e+00,-1.113424580089617066e+01
1.080075070378479829e+01,-6.665224363802230378e+00,-1.113244423344814393e+01
1.081326243353143646e+01,-6.662422032566619912e+00,-1.113317327017085212e+01
1.082577416327807285e+01,-6.661690439804672792e+00,-1.113581115859516402e+01
1.083828589302471102e+01,-6.657420612591581133e+00,-1.113234296902849607e+01
1.085079762277134741e+01,-6.654589343472917307e+00,-1.113401777633530010e+01
1.086330935251798557e+01,-6.651054482406335566e+00,-1.113572004333864029e+01
1.087582108226462374e+01,-6.647389449597233657e+00,-1.113637362243616025e+01
1.088833281201126013e+01,-6.666512371894372180e+00,-1.114450112540624360e+01
1.090084454175789830e+01,-6.634176834688144453e+00,-1.113926773100949852e+01
1.091335627150453647e+01,-6.625771669598422342e+00,-1.113694834095623420e+01
1.092586800125117286e+01,-6.614992045895890627e+00,-1.113032433066909732e+01
1.093837973099781102e+01,-6.607202045326094897e+00,-1.112800014771591073e+01
1.095089146074444741e+01,-6.591566087490438264e+00,-1.109780421148683516e+01
1.096340319049108558e+01,-6.679508680734445925e+00,-1.108923026974223092e+01
1.097591492023772375e+01,-6.670581774454596768e+00,-1.108777165357661865e+01
1.098842664998436014e+01,-6.662493976921584071e+00,-1.108947583712674856e+01
1.100093837973099831e+01,-6.651100295003707252e+00,-1.108675402088806372e+01
1.101345010947763470e+01,-6.643142471897063750e+00,-1.109036406450762868e+01
