0.01376443380837912 364
time	yokeele	theta	aspd	q	aoa	VVI	alt	
2788.155517578125	-0.03425467014312744	1.4696379899978638	52.63419723510742	0.01607273519039154	1.2087653875350952	-0.010066394694149494	10637.244140625	
2788.17822265625	-0.03408696502447128	1.4903563261032104	52.63225555419922	0.01581878960132599	1.210958480834961	-0.007067309692502022	10637.244140625	
2788.18994140625	-0.033905308693647385	1.5010576248168945	52.63121032714844	0.015693267807364464	1.2119418382644653	-0.00539465481415391	10637.2421875	
2788.201171875	-0.033933743834495544	1.5110541582107544	52.630210876464844	0.015576026402413845	1.2127704620361328	-0.003755647921934724	10637.2421875	
2788.214599609375	-0.03382880240678787	1.5229381322860718	52.62898635864258	0.01544098649173975	1.2136458158493042	-0.0016971579752862453	10637.2421875	
2788.2255859375	-0.03378811851143837	1.5326780080795288	52.62795639038086	0.015332801267504692	1.214281439781189	6.62475431454368e-05	10637.2421875	
2788.23828125	-0.03378644213080406	1.5436575412750244	52.626773834228516	0.015212325379252434	1.2149057388305664	0.0021545325871556997	10637.2421875	
2788.25048828125	-0.033708829432725906	1.5542192459106445	52.62559509277344	0.015100708231329918	1.2154226303100586	0.004255193285644054	10637.2421875	
2788.2626953125	-0.03372175246477127	1.5647715330123901	52.62439727783203	0.01499093882739544	1.2158585786819458	0.006450193002820015	10637.2421875	
2788.275634765625	-0.033744972199201584	1.5757492780685425	52.62311935424805	0.014878480695188046	1.216227650642395	0.008839447982609272	10637.244140625	
2788.287353515625	-0.03371288627386093	1.5857161283493042	52.621925354003906	0.014779792167246342	1.2164961099624634	0.011097783222794533	10637.244140625	
2788.30029296875	-0.03376774117350578	1.5967150926589966	52.620582580566406	0.014672061428427696	1.2167150974273682	0.013700319454073906	10637.24609375	
2788.31298828125	-0.03382568061351776	1.6073238849639893	52.61924743652344	0.014569604769349098	1.216854453086853	0.016314387321472168	10637.24609375	
2788.32666015625	-0.03382188826799393	1.618638038635254	52.617794036865234	0.014464063569903374	1.21692955493927	0.01922396756708622	10637.24609375	
2788.340576171875	-0.03386664390563965	1.6300617456436157	52.61628723144531	0.014360188506543636	1.2169318199157715	0.022286929190158844	10637.248046875	
2788.35205078125	-0.033928729593753815	1.639614462852478	52.61500930786133	0.014275130815804005	1.2168830633163452	0.02493688464164734	10637.248046875	
2788.36669921875	-0.034082792699337006	1.651453971862793	52.613380432128906	0.014168566092848778	1.216747760772705	0.0283616054803133	10637.248046875	
2788.379638671875	-0.03406579792499542	1.662018060684204	52.61188888549805	0.014078574255108833	1.2165735960006714	0.03152827173471451	10637.25	
2788.395263671875	-0.034233223646879196	1.6745439767837524	52.61008834838867	0.013971115462481976	1.2162903547286987	0.03544582054018974	10637.251953125	
2788.40625	-0.034297648817300797	1.6831907033920288	52.60881423950195	0.013899440877139568	1.2160608768463135	0.03822169452905655	10637.2529296875	
2788.41796875	-0.034306298941373825	1.6925193071365356	52.60741424560547	0.013825326226651669	1.215779423713684	0.041308656334877014	10637.2548828125	
2788.429931640625	-0.03449905663728714	1.7019809484481812	52.60597229003906	0.01374848559498787	1.2154532670974731	0.04453519731760025	10637.2568359375	
2788.440185546875	-0.03460293635725975	1.7099791765213013	52.60472869873047	0.013684268109500408	1.2151522636413574	0.047326717525720596	10637.2587890625	
2788.4501953125	-0.034639135003089905	1.7178200483322144	52.6035041809082	0.013623300939798355	1.214834213256836	0.05012931302189827	10637.2587890625	
2788.4609375	-0.03478674218058586	1.726219892501831	52.60215377807617	0.013557324185967445	1.2144662141799927	0.05321040004491806	10637.2607421875	
